time,step-size,{Controller}.ControllerInstance.servoLeft,{Controller}.ControllerInstance.servoRight,{DesiredPosition}.DesiredPositionInstance.xDesired,{DesiredPosition}.DesiredPositionInstance.yDesired,{Robot}.RobotInstance.robot_theta,{Robot}.RobotInstance.robot_x,{Robot}.RobotInstance.robot_y
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.1,-0.2552543962467425,-0.2552543962467425,1.5,0.5,1.57,0.5,0.5
0.2,0.1,0.0,0.0,1.5,0.5,1.6194963286763564,0.5000141886148018,0.49939174696672095
0.30000000000000004,0.1,0.0,0.0,1.5,0.5,1.6352652649929698,0.5000259243243846,0.49918341444985886
0.4,0.1,0.0,0.0,1.5,0.5,1.644358551618002,0.5000339005797161,0.4990685413935608
0.5,0.1,0.0,0.0,1.5,0.5,1.6500708697221687,0.5000394616424246,0.49899641815994505
0.6,0.1,0.0,0.0,1.5,0.5,1.653659267041506,0.5000431763956772,0.49895112893377597
0.7,0.1,0.0,0.0,1.5,0.5,1.655913447401207,0.5000456007205781,0.49892268645785304
0.7999999999999999,0.1,0.0,0.0,1.5,0.5,1.6573294915690837,0.5000471622200409,0.49890482261773883
0.8999999999999999,0.1,0.0,0.0,1.5,0.5,1.658219030455131,0.5000481605677901,0.4988936023364841
0.9999999999999999,0.1,0.0,0.0,1.5,0.5,1.658777826181982,0.5000487963748244,0.49888655468318777
1.0999999999999999,0.1,0.0,0.0,1.5,0.5,1.6591316046224986,0.5000492038132145,0.49888209319006815
1.2,0.1,0.0,0.0,1.5,0.5,1.6593510923464359,0.5000494596553303,0.49887932550843317
1.3,0.1,0.0,0.0,1.5,0.5,1.659488971425402,0.5000496224920741,0.49887758707958074
1.4000000000000001,0.1,0.0,0.0,1.5,0.5,1.6595755851096579,0.5000497263577423,0.4988764951638156
1.5000000000000002,0.1,0.0,0.0,1.5,0.5,1.6596299945991722,0.5000497928175845,0.49887580934609255
1.6000000000000003,0.1,0.0,0.0,1.5,0.5,1.6596641738697446,0.5000498355204206,0.4988753786102244
1.7000000000000004,0.1,0.0,0.0,1.5,0.5,1.6596856448033517,0.5000498631034546,0.49887510809565183
