time,step-size,{Environment}.EnvironmentInstance.eP,{Environment}.EnvironmentInstance.sTime,{ShowOutput}.ShowOutputInstance.dummy
0.0,0.0,2.9214342640792227E-144,2.7497956556720827E159,0
0.1,0.1,6.25,18.0,0
0.2,0.1,9.375,36.0,0
0.30000000000000004,0.1,13.541666666666666,54.0,0
0.4,0.1,17.708333333333336,72.0,0
0.5,0.1,21.875,90.0,0
0.6,0.1,26.041666666666668,108.0,0
0.7,0.1,30.208333333333332,126.0,0
0.7999999999999999,0.1,34.375,144.0,0
0.8999999999999999,0.1,38.54166666666667,162.0,0
0.9999999999999999,0.1,42.70833333333333,180.0,0
1.0999999999999999,0.1,46.875,198.0,0
1.2,0.1,51.041666666666664,216.0,0
1.3,0.1,53.125,234.0,0
1.4000000000000001,0.1,53.125,252.0,0
1.5000000000000002,0.1,56.25,270.0,0
1.6000000000000003,0.1,56.25,288.0,0
1.7000000000000004,0.1,56.25,306.0,0
1.8000000000000005,0.1,56.25,324.0,0
1.9000000000000006,0.1,56.25,342.0,0
2.0000000000000004,0.1,56.25,360.0,0
2.1000000000000005,0.1,57.291666666666664,378.0,0
2.2000000000000006,0.1,57.291666666666664,396.0,0
2.3000000000000007,0.1,57.291666666666664,414.0,0
2.400000000000001,0.1,57.291666666666664,432.0,0
2.500000000000001,0.1,58.333333333333336,450.0,0
2.600000000000001,0.1,58.333333333333336,468.0,0
2.700000000000001,0.1,58.333333333333336,486.0,0
2.800000000000001,0.1,59.375,504.0,0
2.9000000000000012,0.1,59.375,522.0,0
3.0000000000000013,0.1,59.375,540.0,0
3.1000000000000014,0.1,60.416666666666664,558.0,0
3.2000000000000015,0.1,60.416666666666664,576.0,0
3.3000000000000016,0.1,60.416666666666664,594.0,0
3.4000000000000017,0.1,61.458333333333336,612.0,0
3.5000000000000018,0.1,62.5,630.0,0
3.600000000000002,0.1,62.5,648.0,0
3.700000000000002,0.1,63.541666666666664,666.0,0
3.800000000000002,0.1,63.541666666666664,684.0,0
3.900000000000002,0.1,63.541666666666664,702.0,0
4.000000000000002,0.1,64.58333333333334,720.0,0
4.100000000000001,0.1,64.58333333333334,738.0,0
4.200000000000001,0.1,64.58333333333334,756.0,0
4.300000000000001,0.1,64.58333333333334,774.0,0
