time,step-size,{Environment}.EnvironmentInstance.eP,{Environment}.EnvironmentInstance.sTime,{ShowOutput}.ShowOutputInstance.dummy
0.0,0.0,6.496703235054786E29,2.6111962195320054E180,0
0.1,0.1,6.25,20.0,0
0.2,0.1,10.416666666666668,40.0,0
0.30000000000000004,0.1,14.583333333333334,60.0,0
0.4,0.1,18.75,80.0,0
0.5,0.1,22.916666666666664,100.0,0
0.6,0.1,27.083333333333332,120.0,0
0.7,0.1,29.166666666666668,140.0,0
0.7999999999999999,0.1,33.33333333333333,160.0,0
0.8999999999999999,0.1,36.45833333333333,180.0,0
0.9999999999999999,0.1,39.58333333333333,200.0,0
1.0999999999999999,0.1,42.70833333333333,220.0,0
1.2,0.1,45.83333333333333,240.0,0
1.3,0.1,48.95833333333333,260.0,0
1.4000000000000001,0.1,51.041666666666664,280.0,0
1.5000000000000002,0.1,52.083333333333336,300.0,0
1.6000000000000003,0.1,55.208333333333336,320.0,0
1.7000000000000004,0.1,56.25,340.0,0
1.8000000000000005,0.1,57.291666666666664,360.0,0
1.9000000000000006,0.1,58.333333333333336,380.0,0
2.0000000000000004,0.1,58.333333333333336,400.0,0
2.1000000000000005,0.1,58.333333333333336,420.0,0
2.2000000000000006,0.1,59.375,440.0,0
2.3000000000000007,0.1,60.416666666666664,460.0,0
2.400000000000001,0.1,61.458333333333336,480.0,0
2.500000000000001,0.1,61.458333333333336,500.0,0
2.600000000000001,0.1,62.5,520.0,0
2.700000000000001,0.1,63.541666666666664,540.0,0
2.800000000000001,0.1,63.541666666666664,560.0,0
2.9000000000000012,0.1,63.541666666666664,580.0,0
3.0000000000000013,0.1,63.541666666666664,600.0,0
3.1000000000000014,0.1,63.541666666666664,620.0,0
3.2000000000000015,0.1,64.58333333333334,640.0,0
3.3000000000000016,0.1,66.66666666666666,660.0,0
3.4000000000000017,0.1,66.66666666666666,680.0,0
3.5000000000000018,0.1,67.70833333333334,700.0,0
3.600000000000002,0.1,68.75,720.0,0
3.700000000000002,0.1,69.79166666666666,740.0,0
3.800000000000002,0.1,69.79166666666666,760.0,0
3.900000000000002,0.1,69.79166666666666,780.0,0
4.000000000000002,0.1,69.79166666666666,800.0,0
4.100000000000001,0.1,69.79166666666666,820.0,0
4.200000000000001,0.1,69.79166666666666,840.0,0
4.300000000000001,0.1,69.79166666666666,860.0,0
4.4,0.1,70.83333333333334,880.0,0
4.5,0.1,70.83333333333334,900.0,0
4.6,0.1,70.83333333333334,920.0,0
4.699999999999999,0.1,70.83333333333334,940.0,0
4.799999999999999,0.1,71.875,960.0,0
4.899999999999999,0.1,71.875,980.0,0
4.999999999999998,0.1,71.875,1000.0,0
5.099999999999998,0.1,71.875,1020.0,0
5.1999999999999975,0.1,71.875,1040.0,0
5.299999999999997,0.1,71.875,1060.0,0
5.399999999999997,0.1,71.875,1080.0,0
5.4999999999999964,0.1,71.875,1100.0,0
5.599999999999996,0.1,71.875,1120.0,0
5.699999999999996,0.1,71.875,1140.0,0
5.799999999999995,0.1,71.875,1160.0,0
5.899999999999995,0.1,71.875,1180.0,0
5.999999999999995,0.1,71.875,1200.0,0
6.099999999999994,0.1,71.875,1220.0,0
6.199999999999994,0.1,71.875,1240.0,0
6.299999999999994,0.1,71.875,1260.0,0
6.399999999999993,0.1,71.875,1280.0,0
6.499999999999993,0.1,71.875,1300.0,0
6.5999999999999925,0.1,72.91666666666666,1320.0,0
6.699999999999992,0.1,72.91666666666666,1340.0,0
6.799999999999992,0.1,72.91666666666666,1360.0,0
6.8999999999999915,0.1,72.91666666666666,1380.0,0
6.999999999999991,0.1,72.91666666666666,1400.0,0
7.099999999999991,0.1,72.91666666666666,1420.0,0
7.19999999999999,0.1,72.91666666666666,1440.0,0
7.29999999999999,0.1,73.95833333333334,1460.0,0
7.39999999999999,0.1,73.95833333333334,1480.0,0
7.499999999999989,0.1,73.95833333333334,1500.0,0
7.599999999999989,0.1,73.95833333333334,1520.0,0
7.699999999999989,0.1,73.95833333333334,1540.0,0
7.799999999999988,0.1,73.95833333333334,1560.0,0
7.899999999999988,0.1,73.95833333333334,1580.0,0
7.999999999999988,0.1,73.95833333333334,1600.0,0
